PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div9,b,1959,0,0.02434,0.02382,0.12,100000,2382,97894,7106355,71.06
Div9,b,1959,1-4,0.00097,0.00388,1.69,97618,379,389597,7008461,71.80
Div9,b,1959,5-9,0.00044,0.00219,2.23,97239,213,485606,6618864,68.07
Div9,b,1959,10-14,0.00040,0.00202,2.73,97026,196,484688,6133257,63.21
Div9,b,1959,15-19,0.00084,0.00421,2.74,96831,408,483235,5648569,58.33
Div9,b,1959,20-24,0.00112,0.00560,2.48,96423,540,480757,5165335,53.57
Div9,b,1959,25-29,0.00120,0.00598,2.56,95883,574,478017,4684578,48.86
Div9,b,1959,30-34,0.00147,0.00730,2.57,95310,696,474861,4206561,44.14
Div9,b,1959,35-39,0.00205,0.01020,2.67,94614,965,470817,3731700,39.44
Div9,b,1959,40-44,0.00335,0.01664,2.68,93649,1558,464633,3260883,34.82
Div9,b,1959,45-49,0.00553,0.02729,2.69,92090,2513,454656,2796249,30.36
Div9,b,1959,50-54,0.00876,0.04292,2.67,89577,3844,438915,2341593,26.14
Div9,b,1959,55-59,0.01299,0.06299,2.64,85733,5401,415900,1902678,22.19
Div9,b,1959,60-64,0.01917,0.09171,2.63,80332,7367,384229,1486778,18.51
Div9,b,1959,65-69,0.02842,0.13303,2.6,72965,9707,341548,1102549,15.11
Div9,b,1959,70-74,0.04253,0.19300,2.6,63258,12209,287040,761000,12.03
Div9,b,1959,75-79,0.06725,0.28886,2.56,51050,14746,219288,473960,9.28
Div9,b,1959,80-84,0.10196,0.40564,2.48,36303,14726,144437,254672,7.02
Div9,b,1959,85-89,0.16242,0.56756,2.35,21577,12246,75398,110235,5.11
Div9,b,1959,90-94,0.24287,0.71921,2.17,9331,6711,27631,34836,3.73
Div9,b,1959,95-99,0.34786,0.84196,1.94,2620,2206,6341,7205,2.75
Div9,b,1959,100-104,0.47125,0.92037,1.69,414,381,809,863,2.09
Div9,b,1959,105-109,0.59964,0.96112,1.47,33,32,53,55,1.66
Div9,b,1959,110+,0.70069,1.00000,1.43,1,1,2,2,1.43
Div9,b,1960,0,0.02433,0.02382,0.12,100000,2382,97895,7084945,70.85
Div9,b,1960,1-4,0.00098,0.00391,1.62,97618,382,389563,6987051,71.58
Div9,b,1960,5-9,0.00043,0.00214,2.37,97236,208,485635,6597487,67.85
Div9,b,1960,10-14,0.00038,0.00192,2.7,97028,186,484715,6111853,62.99
Div9,b,1960,15-19,0.00090,0.00452,2.83,96842,437,483264,5627138,58.11
Div9,b,1960,20-24,0.00121,0.00605,2.47,96405,583,480549,5143874,53.36
Div9,b,1960,25-29,0.00120,0.00601,2.5,95822,575,477670,4663325,48.67
Div9,b,1960,30-34,0.00149,0.00744,2.63,95246,709,474554,4185655,43.95
Div9,b,1960,35-39,0.00218,0.01086,2.7,94537,1027,470329,3711101,39.26
Div9,b,1960,40-44,0.00346,0.01715,2.7,93511,1604,463868,3240772,34.66
Div9,b,1960,45-49,0.00559,0.02760,2.68,91907,2537,453647,2776904,30.21
Div9,b,1960,50-54,0.00882,0.04319,2.64,89370,3860,437733,2323257,26.00
Div9,b,1960,55-59,0.01317,0.06383,2.62,85510,5458,414566,1885524,22.05
Div9,b,1960,60-64,0.01936,0.09260,2.65,80052,7413,382833,1470957,18.38
Div9,b,1960,65-69,0.02893,0.13523,2.59,72639,9823,339485,1088124,14.98
Div9,b,1960,70-74,0.04341,0.19656,2.6,62817,12347,284420,748639,11.92
Div9,b,1960,75-79,0.06779,0.29103,2.57,50470,14688,216678,464219,9.20
Div9,b,1960,80-84,0.10484,0.41426,2.47,35782,14823,141380,247541,6.92
Div9,b,1960,85-89,0.16286,0.56871,2.35,20959,11919,73189,106162,5.07
Div9,b,1960,90-94,0.24976,0.72648,2.12,9039,6567,26293,32973,3.65
Div9,b,1960,95-99,0.35475,0.84802,1.92,2472,2097,5910,6680,2.70
Div9,b,1960,100-104,0.48030,0.92442,1.67,376,347,723,770,2.05
Div9,b,1960,105-109,0.61002,0.96339,1.45,28,27,45,46,1.63
Div9,b,1960,110+,0.71136,1.00000,1.41,1,1,1,1,1.41
Div9,b,1961,0,0.02396,0.02347,0.11,100000,2347,97923,7113301,71.13
Div9,b,1961,1-4,0.00095,0.00381,1.63,97653,372,389732,7015378,71.84
Div9,b,1961,5-9,0.00042,0.00211,2.26,97281,205,485845,6625646,68.11
Div9,b,1961,10-14,0.00039,0.00196,2.66,97077,190,484939,6139801,63.25
Div9,b,1961,15-19,0.00085,0.00423,2.88,96887,410,483564,5654862,58.37
Div9,b,1961,20-24,0.00119,0.00595,2.46,96477,574,480928,5171298,53.60
Div9,b,1961,25-29,0.00118,0.00587,2.59,95903,563,478158,4690370,48.91
Div9,b,1961,30-34,0.00147,0.00735,2.58,95340,700,475008,4212212,44.18
Div9,b,1961,35-39,0.00212,0.01052,2.69,94640,996,470896,3737203,39.49
Div9,b,1961,40-44,0.00335,0.01664,2.73,93644,1558,464677,3266307,34.88
Div9,b,1961,45-49,0.00541,0.02669,2.67,92086,2458,454712,2801630,30.42
Div9,b,1961,50-54,0.00875,0.04287,2.66,89628,3843,439139,2346918,26.19
Div9,b,1961,55-59,0.01277,0.06198,2.63,85785,5317,416335,1907779,22.24
Div9,b,1961,60-64,0.01897,0.09072,2.61,80468,7300,384914,1491444,18.53
Div9,b,1961,65-69,0.02857,0.13364,2.58,73168,9778,342207,1106530,15.12
Div9,b,1961,70-74,0.04228,0.19189,2.59,63390,12164,287680,764323,12.06
Div9,b,1961,75-79,0.06608,0.28443,2.55,51226,14570,220500,476643,9.30
Div9,b,1961,80-84,0.10254,0.40803,2.5,36656,14957,145864,256143,6.99
Div9,b,1961,85-89,0.16476,0.57209,2.33,21699,12414,75344,110279,5.08
Div9,b,1961,90-94,0.23931,0.71200,2.16,9285,6611,27625,34935,3.76
Div9,b,1961,95-99,0.35021,0.84408,1.93,2674,2257,6445,7309,2.73
Div9,b,1961,100-104,0.47455,0.92189,1.68,417,384,810,864,2.07
Div9,b,1961,105-109,0.60368,0.96204,1.46,33,31,52,54,1.65
Div9,b,1961,110+,0.70509,1.00000,1.42,1,1,2,2,1.42
Div9,b,1962,0,0.02320,0.02274,0.11,100000,2274,97983,7114798,71.15
Div9,b,1962,1-4,0.00088,0.00349,1.6,97726,341,390086,7016815,71.80
Div9,b,1962,5-9,0.00042,0.00210,2.36,97385,205,486384,6626729,68.05
Div9,b,1962,10-14,0.00035,0.00175,2.56,97180,170,485487,6140345,63.19
Div9,b,1962,15-19,0.00083,0.00413,2.85,97010,401,484191,5654858,58.29
Div9,b,1962,20-24,0.00120,0.00598,2.45,96610,578,481576,5170667,53.52
Div9,b,1962,25-29,0.00118,0.00589,2.6,96032,565,478801,4689092,48.83
Div9,b,1962,30-34,0.00153,0.00762,2.64,95466,727,475617,4210291,44.10
Div9,b,1962,35-39,0.00223,0.01107,2.63,94739,1049,471207,3734673,39.42
Div9,b,1962,40-44,0.00342,0.01698,2.72,93690,1591,464825,3263466,34.83
Div9,b,1962,45-49,0.00550,0.02718,2.69,92099,2503,454714,2798642,30.39
Div9,b,1962,50-54,0.00879,0.04308,2.68,89596,3860,439020,2343927,26.16
Div9,b,1962,55-59,0.01291,0.06263,2.63,85736,5370,415932,1904908,22.22
Div9,b,1962,60-64,0.01924,0.09203,2.65,80367,7396,384480,1488976,18.53
Div9,b,1962,65-69,0.02854,0.13344,2.57,72971,9737,341208,1104495,15.14
Div9,b,1962,70-74,0.04239,0.19234,2.6,63234,12163,286923,763287,12.07
Div9,b,1962,75-79,0.06613,0.28477,2.56,51071,14544,219930,476365,9.33
Div9,b,1962,80-84,0.10238,0.40724,2.49,36528,14875,145297,256435,7.02
Div9,b,1962,85-89,0.16188,0.56695,2.36,21652,12276,75831,111138,5.13
Div9,b,1962,90-94,0.23966,0.71449,2.17,9376,6699,27953,35308,3.77
Div9,b,1962,95-99,0.34822,0.84232,1.94,2677,2255,6476,7354,2.75
Div9,b,1962,100-104,0.47211,0.92080,1.69,422,389,823,879,2.08
Div9,b,1962,105-109,0.60107,0.96147,1.46,33,32,53,55,1.65
Div9,b,1962,110+,0.70255,1.00000,1.42,1,1,2,2,1.42
Div9,b,1963,0,0.02263,0.02218,0.11,100000,2218,98029,7098741,70.99
Div9,b,1963,1-4,0.00094,0.00374,1.63,97782,365,390260,7000712,71.60
Div9,b,1963,5-9,0.00042,0.00209,2.27,97416,204,486525,6610452,67.86
Div9,b,1963,10-14,0.00036,0.00178,2.71,97213,173,485668,6123927,63.00
Div9,b,1963,15-19,0.00087,0.00432,2.83,97040,419,484290,5638260,58.10
Div9,b,1963,20-24,0.00128,0.00638,2.53,96621,616,481581,5153969,53.34
Div9,b,1963,25-29,0.00124,0.00617,2.52,96004,592,478552,4672389,48.67
Div9,b,1963,30-34,0.00153,0.00760,2.57,95412,725,475294,4193837,43.96
Div9,b,1963,35-39,0.00220,0.01093,2.66,94687,1035,471012,3718543,39.27
Div9,b,1963,40-44,0.00341,0.01692,2.7,93651,1585,464618,3247531,34.68
Div9,b,1963,45-49,0.00573,0.02828,2.65,92067,2604,454228,2782913,30.23
Div9,b,1963,50-54,0.00876,0.04290,2.66,89463,3838,438335,2328686,26.03
Div9,b,1963,55-59,0.01347,0.06529,2.64,85625,5591,414926,1890351,22.08
Div9,b,1963,60-64,0.01949,0.09312,2.62,80034,7453,382430,1475425,18.43
Div9,b,1963,65-69,0.02919,0.13629,2.57,72581,9892,338849,1092995,15.06
Div9,b,1963,70-74,0.04331,0.19601,2.58,62689,12288,283689,754146,12.03
Div9,b,1963,75-79,0.06495,0.27930,2.5,50402,14077,216751,470456,9.33
Div9,b,1963,80-84,0.10303,0.40956,2.5,36325,14877,144399,253705,6.98
Div9,b,1963,85-89,0.16238,0.56690,2.34,21447,12158,74877,109306,5.10
Div9,b,1963,90-94,0.24424,0.72096,2.16,9289,6697,27419,34429,3.71
Div9,b,1963,95-99,0.35429,0.84775,1.92,2592,2197,6202,7010,2.70
Div9,b,1963,100-104,0.48071,0.92467,1.67,395,365,759,807,2.05
Div9,b,1963,105-109,0.61126,0.96369,1.45,30,29,47,48,1.63
Div9,b,1963,110+,0.71316,1.00000,1.4,1,1,2,2,1.40
Div9,b,1964,0,0.02200,0.02158,0.11,100000,2158,98078,7105963,71.06
Div9,b,1964,1-4,0.00094,0.00376,1.65,97842,368,390505,7007885,71.62
Div9,b,1964,5-9,0.00042,0.00211,2.18,97475,206,486794,6617380,67.89
Div9,b,1964,10-14,0.00038,0.00188,2.63,97269,183,485911,6130587,63.03
Div9,b,1964,15-19,0.00093,0.00462,2.86,97086,449,484470,5644676,58.14
Div9,b,1964,20-24,0.00129,0.00643,2.55,96637,621,481664,5160206,53.40
Div9,b,1964,25-29,0.00135,0.00672,2.48,96016,646,478455,4678542,48.73
Div9,b,1964,30-34,0.00160,0.00799,2.58,95370,762,475011,4200087,44.04
Div9,b,1964,35-39,0.00220,0.01096,2.71,94609,1036,470673,3725076,39.37
Div9,b,1964,40-44,0.00341,0.01692,2.67,93572,1584,464177,3254403,34.78
Div9,b,1964,45-49,0.00548,0.02705,2.68,91988,2488,454163,2790226,30.33
Div9,b,1964,50-54,0.00873,0.04276,2.68,89500,3827,438604,2336063,26.10
Div9,b,1964,55-59,0.01315,0.06380,2.64,85673,5466,415484,1897459,22.15
Div9,b,1964,60-64,0.01945,0.09297,2.63,80207,7457,383343,1481975,18.48
Div9,b,1964,65-69,0.02894,0.13523,2.59,72750,9838,339995,1098631,15.10
Div9,b,1964,70-74,0.04323,0.19586,2.61,62912,12322,285059,758636,12.06
Div9,b,1964,75-79,0.06439,0.27726,2.5,50590,14026,217852,473577,9.36
Div9,b,1964,80-84,0.10318,0.40987,2.49,36564,14987,145253,255725,6.99
Div9,b,1964,85-89,0.16169,0.56612,2.35,21577,12215,75546,110473,5.12
Div9,b,1964,90-94,0.24197,0.71701,2.16,9362,6713,27742,34927,3.73
Div9,b,1964,95-99,0.35321,0.84681,1.93,2649,2244,6352,7185,2.71
Div9,b,1964,100-104,0.47930,0.92406,1.68,406,375,782,833,2.05
Div9,b,1964,105-109,0.60968,0.96335,1.45,31,30,49,50,1.63
Div9,b,1964,110+,0.71155,1.00000,1.41,1,1,2,2,1.41
Div9,b,1965,0,0.02189,0.02147,0.11,100000,2147,98087,7126307,71.26
Div9,b,1965,1-4,0.00090,0.00358,1.66,97853,350,390591,7028220,71.82
Div9,b,1965,5-9,0.00039,0.00196,2.35,97503,191,487006,6637629,68.08
Div9,b,1965,10-14,0.00036,0.00182,2.77,97312,177,486163,6150623,63.21
Div9,b,1965,15-19,0.00090,0.00448,2.84,97134,435,484730,5664460,58.32
Div9,b,1965,20-24,0.00127,0.00634,2.5,96699,613,481962,5179731,53.57
Div9,b,1965,25-29,0.00128,0.00638,2.53,96086,613,478916,4697769,48.89
Div9,b,1965,30-34,0.00161,0.00804,2.64,95473,767,475555,4218853,44.19
Div9,b,1965,35-39,0.00220,0.01095,2.71,94705,1037,471150,3743298,39.53
Div9,b,1965,40-44,0.00341,0.01693,2.68,93669,1586,464663,3272149,34.93
Div9,b,1965,45-49,0.00543,0.02684,2.71,92083,2471,454750,2807486,30.49
Div9,b,1965,50-54,0.00859,0.04209,2.65,89611,3772,439185,2352736,26.25
Div9,b,1965,55-59,0.01307,0.06342,2.65,85840,5444,416398,1913551,22.29
Div9,b,1965,60-64,0.01928,0.09218,2.61,80395,7411,384302,1497153,18.62
Div9,b,1965,65-69,0.02823,0.13225,2.62,72985,9652,341912,1112851,15.25
Div9,b,1965,70-74,0.04256,0.19291,2.58,63332,12218,287036,770939,12.17
Div9,b,1965,75-79,0.06425,0.27719,2.53,51115,14168,220531,483903,9.47
Div9,b,1965,80-84,0.10054,0.40151,2.49,36946,14834,147547,263372,7.13
Div9,b,1965,85-89,0.15780,0.55705,2.36,22112,12317,78059,115826,5.24
