PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div1,m,1960-1969,0,0.02463,0.02410,0.11,100000,2410,97857,6773873,67.74
Div1,m,1960-1969,1-4,0.00083,0.00329,1.7,97590,322,389617,6676016,68.41
Div1,m,1960-1969,5-9,0.00045,0.00224,2.27,97268,218,485746,6286398,64.63
Div1,m,1960-1969,10-14,0.00042,0.00209,2.7,97050,202,484787,5800652,59.77
Div1,m,1960-1969,15-19,0.00109,0.00545,2.84,96848,528,483098,5315865,54.89
Div1,m,1960-1969,20-24,0.00142,0.00709,2.47,96320,683,479873,4832767,50.17
Div1,m,1960-1969,25-29,0.00129,0.00641,2.52,95637,613,476666,4352894,45.51
Div1,m,1960-1969,30-34,0.00156,0.00778,2.62,95024,740,473362,3876228,40.79
Div1,m,1960-1969,35-39,0.00243,0.01206,2.69,94284,1137,468800,3402866,36.09
Div1,m,1960-1969,40-44,0.00394,0.01950,2.7,93147,1817,461549,2934066,31.50
Div1,m,1960-1969,45-49,0.00664,0.03270,2.7,91330,2986,449785,2472517,27.07
Div1,m,1960-1969,50-54,0.01144,0.05572,2.68,88344,4923,430310,2022733,22.90
Div1,m,1960-1969,55-59,0.01832,0.08784,2.67,83421,7328,400032,1592422,19.09
Div1,m,1960-1969,60-64,0.02842,0.13312,2.62,76094,10129,356379,1192390,15.67
Div1,m,1960-1969,65-69,0.04266,0.19322,2.56,65965,12746,298783,836011,12.67
Div1,m,1960-1969,70-74,0.06221,0.26950,2.52,53219,14342,230558,537229,10.09
Div1,m,1960-1969,75-79,0.08868,0.36191,2.46,38876,14070,158650,306671,7.89
Div1,m,1960-1969,80-84,0.13257,0.49302,2.4,24806,12230,92253,148020,5.97
Div1,m,1960-1969,85-89,0.19752,0.64010,2.25,12576,8050,40756,55768,4.43
Div1,m,1960-1969,90-94,0.28111,0.77020,2.07,4526,3486,12401,15011,3.32
Div1,m,1960-1969,95-99,0.38618,0.87093,1.85,1040,906,2346,2610,2.51
Div1,m,1960-1969,100-104,0.50129,0.93174,1.63,134,125,250,264,1.97
Div1,m,1960-1969,105-109,0.61688,0.96414,1.44,9,9,14,15,1.61
Div1,m,1960-1969,110+,0.70677,1.00000,1.41,0,0,0,0,1.41
Div1,m,1970-1979,0,0.01610,0.01586,0.09,100000,1586,98553,6964037,69.64
Div1,m,1970-1979,1-4,0.00063,0.00251,1.76,98414,247,393102,6865483,69.76
Div1,m,1970-1979,5-9,0.00037,0.00186,2.31,98167,182,490343,6472382,65.93
Div1,m,1970-1979,10-14,0.00035,0.00176,2.8,97984,172,489543,5982038,61.05
Div1,m,1970-1979,15-19,0.00123,0.00615,2.94,97812,602,487819,5492495,56.15
Div1,m,1970-1979,20-24,0.00158,0.00786,2.45,97210,764,484099,5004676,51.48
