PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Reg2,m,1960-1964,0,0.02653,0.02592,0.12,100000,2592,97709,6754102,67.54
Reg2,m,1960-1964,1-4,0.00099,0.00395,1.65,97408,384,388725,6656393,68.34
Reg2,m,1960-1964,5-9,0.00050,0.00252,2.35,97023,244,484470,6267668,64.60
Reg2,m,1960-1964,10-14,0.00052,0.00261,2.72,96779,253,483319,5783197,59.76
Reg2,m,1960-1964,15-19,0.00127,0.00631,2.79,96527,609,481289,5299878,54.91
Reg2,m,1960-1964,20-24,0.00174,0.00864,2.47,95917,829,477486,4818589,50.24
Reg2,m,1960-1964,25-29,0.00156,0.00777,2.49,95088,738,473586,4341104,45.65
Reg2,m,1960-1964,30-34,0.00182,0.00904,2.6,94350,853,469699,3867518,40.99
Reg2,m,1960-1964,35-39,0.00261,0.01295,2.67,93497,1211,464662,3397819,36.34
Reg2,m,1960-1964,40-44,0.00415,0.02053,2.68,92286,1895,457038,2933157,31.78
Reg2,m,1960-1964,45-49,0.00686,0.03378,2.69,90391,3053,444896,2476119,27.39
Reg2,m,1960-1964,50-54,0.01152,0.05610,2.66,87338,4899,425222,2031223,23.26
Reg2,m,1960-1964,55-59,0.01773,0.08507,2.64,82438,7013,395616,1606001,19.48
Reg2,m,1960-1964,60-64,0.02657,0.12492,2.6,75425,9422,354543,1210384,16.05
Reg2,m,1960-1964,65-69,0.03993,0.18194,2.56,66003,12008,300740,855841,12.97
Reg2,m,1960-1964,70-74,0.05902,0.25761,2.53,53995,13910,235686,555101,10.28
Reg2,m,1960-1964,75-79,0.08564,0.35210,2.48,40085,14114,164798,319416,7.97
Reg2,m,1960-1964,80-84,0.13192,0.49178,2.41,25971,12772,96815,154618,5.95
Reg2,m,1960-1964,85-89,0.20022,0.64618,2.26,13199,8529,42598,57803,4.38
Reg2,m,1960-1964,90-94,0.28698,0.77928,2.07,4670,3639,12681,15205,3.26
Reg2,m,1960-1964,95-99,0.39644,0.87845,1.83,1031,905,2284,2524,2.45
Reg2,m,1960-1964,100-104,0.51605,0.93740,1.6,125,117,228,240,1.91
Reg2,m,1960-1964,105-109,0.63458,0.96767,1.41,8,8,12,12,1.57
Reg2,m,1960-1964,110+,0.72557,1.00000,1.38,0,0,0,0,1.38
Reg2,m,1965-1969,0,0.02454,0.02402,0.11,100000,2402,97864,6726855,67.27
Reg2,m,1965-1969,1-4,0.00091,0.00364,1.68,97598,356,389567,6628991,67.92
Reg2,m,1965-1969,5-9,0.00049,0.00245,2.35,97243,238,485582,6239424,64.16
Reg2,m,1965-1969,10-14,0.00050,0.00251,2.76,97005,244,484479,5753842,59.32
Reg2,m,1965-1969,15-19,0.00157,0.00780,2.91,96761,755,482228,5269363,54.46
Reg2,m,1965-1969,20-24,0.00193,0.00961,2.48,96006,922,477705,4787136,49.86
Reg2,m,1965-1969,25-29,0.00180,0.00896,2.49,95084,852,473284,4309431,45.32
Reg2,m,1965-1969,30-34,0.00202,0.01005,2.59,94232,947,468875,3836147,40.71
Reg2,m,1965-1969,35-39,0.00281,0.01393,2.66,93285,1300,463384,3367272,36.10
Reg2,m,1965-1969,40-44,0.00441,0.02184,2.67,91985,2009,455243,2903888,31.57
Reg2,m,1965-1969,45-49,0.00706,0.03472,2.67,89976,3124,442598,2448645,27.21
Reg2,m,1965-1969,50-54,0.01153,0.05615,2.67,86852,4877,422889,2006047,23.10
Reg2,m,1965-1969,55-59,0.01807,0.08666,2.64,81975,7104,393133,1583157,19.31
Reg2,m,1965-1969,60-64,0.02774,0.13004,2.61,74871,9736,351049,1190024,15.89
Reg2,m,1965-1969,65-69,0.04053,0.18446,2.57,65135,12015,296466,838976,12.88
Reg2,m,1965-1969,70-74,0.05991,0.26114,2.54,53120,13872,231531,542510,10.21
Reg2,m,1965-1969,75-79,0.08810,0.36028,2.47,39248,14141,160509,310979,7.92
Reg2,m,1965-1969,80-84,0.13115,0.48917,2.4,25108,12282,93647,150470,5.99
Reg2,m,1965-1969,85-89,0.19657,0.63780,2.25,12826,8180,41615,56823,4.43
Reg2,m,1965-1969,90-94,0.28622,0.77855,2.07,4645,3617,12636,15208,3.27
Reg2,m,1965-1969,95-99,0.38774,0.87219,1.85,1029,897,2314,2571,2.50
Reg2,m,1965-1969,100-104,0.50437,0.93300,1.62,131,123,243,257,1.96
Reg2,m,1965-1969,105-109,0.62117,0.96505,1.43,9,9,14,14,1.60
Reg2,m,1965-1969,110+,0.71172,1.00000,1.41,0,0,0,0,1.41
Reg2,m,1970-1974,0,0.02073,0.02035,0.1,100000,2035,98170,6794993,67.95
Reg2,m,1970-1974,1-4,0.00082,0.00327,1.69,97965,320,391123,6696823,68.36
Reg2,m,1970-1974,5-9,0.00046,0.00227,2.35,97645,222,487637,6305700,64.58
Reg2,m,1970-1974,10-14,0.00048,0.00241,2.79,97423,235,486594,5818063,59.72
Reg2,m,1970-1974,15-19,0.00154,0.00769,2.89,97188,747,484362,5331469,54.86
Reg2,m,1970-1974,20-24,0.00214,0.01065,2.51,96440,1027,479643,4847107,50.26
Reg2,m,1970-1974,25-29,0.00180,0.00895,2.46,95413,854,474896,4367463,45.77
Reg2,m,1970-1974,30-34,0.00197,0.00978,2.56,94559,925,470542,3892567,41.17
Reg2,m,1970-1974,35-39,0.00274,0.01360,2.64,93634,1273,465170,3422026,36.55
Reg2,m,1970-1974,40-44,0.00418,0.02070,2.68,92361,1912,457369,2956855,32.01
Reg2,m,1970-1974,45-49,0.00690,0.03393,2.66,90449,3069,445070,2499486,27.63
Reg2,m,1970-1974,50-54,0.01065,0.05194,2.66,87380,4539,426286,2054416,23.51
Reg2,m,1970-1974,55-59,0.01706,0.08200,2.65,82842,6793,398243,1628130,19.65
Reg2,m,1970-1974,60-64,0.02635,0.12399,2.62,76049,9429,357788,1229887,16.17
